Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category,Country
ADH TV,@adhtvaus,https://pbs.twimg.com/ext_tw_video_thumb/1680376302032003073/pu/img/QS3Bauzjq-chAU8V.jpg,14,24,2.0,1.5K,https://x.com/adhtvaus/status/1680376765775228928,https://x.com/adhtvaus,Total cost of a renewable energy system for Australia: $1.3 trillion! From Rebecca Weisser's interview with geophysicist Michael Asten on Spectator TV on http://ADH.TV.  Watch the whole show here: https://watch.adh.tv/spectator-tv/season:3/videos/spectator-tv-australia-friday-14-july-2023…,"Jul 16, 2023",2023-07-16T00:40:15.000Z,Total cost of a renewable energy system for Australia: $1.3 trillion! From Rebecca Weisser's interview with geophysicist Michael Asten on Spectator TV on http://ADH.TV.  Watch the whole show here: https://watch.adh.tv/spectator-tv/season:3/videos/spectator-tv-australia-friday-14-july-2023…,Other,Cost,total cost renewable energy system australia trillion rebecca weissers interview geophysicist michael asten spectator tv httpadhtv watch whole show httpswatchadhtvspectatortvseasonvideosspectatortvaustraliafridayjuly,24.0,0.1,3.2,Neutral,1,Very Negative,Very Negative,Australia
Kim Wingerei,@kwingerei,,,,,77,https://x.com/kwingerei/status/1807296065021829473,https://x.com/kwingerei,"Latest from AAP #news feed #auspol
Albanese links new energy plan to cost-of-living crisis. 
Tax cuts and energy bill reductions are set to come into effect as the government also prepares to advance plans to make Australia a renewable-energy sup...
 https://buff.ly/3zp8E5x",Jun 30,2024-06-30T06:12:14.000Z,"Latest from AAP #news feed #auspol
Albanese links new energy plan to cost-of-living crisis.
Tax cuts and energy bill reductions are set to come into effect as the government also prepares to advance plans to make Australia a renewable-energy sup...
https://buff.ly/3zp8E5x",Other,Policy,latest aap news feed auspol albanese link new energy plan costofliving crisis tax cut energy bill reduction set come effect government also prepares advance plan make australia renewableenergy sup httpsbufflyzpex,,0.3181818181818182,3.64,Neutral,4,Positive,Positive,Australia
Britain Innovation,@GRABritain,"https://pbs.twimg.com/media/GNILyOMWwAAvNGx?format=png&name=small, https://pbs.twimg.com/media/GNILyOMWwAAvNGx?format=png&name=small",2,1,,106,https://x.com/GRABritain/status/1788505354965307660,https://x.com/GRABritain,"Tasmania is now powered entirely by renewable energy http://wef.ch/37X4DE8 #renewables #Australia
rt @wef",May 9,2024-05-09T09:44:40.000Z,"Tasmania is now powered entirely by renewable energy http://wef.ch/37X4DE8 #renewables #Australia
rt @wef",Other,Other,tasmania powered entirely renewable energy httpwefchxde renewables australia rt wef,1.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Australia
Anthony Pesec,@anthonypesec,,9,8,2.0,399,https://x.com/anthonypesec/status/1804112994143502359,https://x.com/anthonypesec,"The federal Liberal frontbencher Simon Birmingham has cast doubt on the Coalition argument that renewable energy is driving up power prices, saying renewables have “become more cost-competitive in their own right”.

And he's right.",Jun 21,2024-06-21T11:23:51.000Z,"The federal Liberal frontbencher Simon Birmingham has cast doubt on the Coalition argument that renewable energy is driving up power prices, saying renewables have “become more cost-competitive in their own right”.

And he's right.",Other,Cost,federal liberal frontbencher simon birmingham cast doubt coalition argument renewable energy driving power price saying renewables become costcompetitive right he right,8.0,0.4178571428571428,3.84,Neutral,4,Positive,Positive,Australia
Caroline Millar,@AustraliaEU,,,1,,347,https://x.com/AustraliaEU/status/1699328368905224194,https://x.com/AustraliaEU,"'s Renewable Energy Agency aims to accelerate innovation & support the global transition to net zero.
This new report looks at whether converted fossil fuel generators could help renewable energy  grid, saving both time & money. As demand surges, could this be the answer?","Sep 6, 2023",2023-09-06T07:47:09.000Z,"'s Renewable Energy Agency aims to accelerate innovation & support the global transition to net zero.
This new report looks at whether converted fossil fuel generators could help renewable energy  grid, saving both time & money. As demand surges, could this be the answer?",Other,Technology,renewable energy agency aim accelerate innovation support global transition net zero new report look whether converted fossil fuel generator could help renewable energy grid saving time money demand surge could answer,1.0,0.0454545454545454,3.09,Neutral,4,Positive,Positive,Australia
pv magazine,@pvmagazine,"https://pbs.twimg.com/media/GKZUn_OaEAAp-Em?format=jpg&name=small, https://pbs.twimg.com/media/GKZUn_OaEAAp-Em?format=jpg&name=small",1,1,,728,https://x.com/pvmagazine/status/1776200150811283479,https://x.com/pvmagazine,"Open-source software helps stakeholders make cost-effective renewable energy investments: Conceived by a group of scientists in Australia, the novel online tool can be modified for different regulatory… http://dlvr.it/T560BW #CommercialIndustrialPV #Finance #GridsIntegration",Apr 5,2024-04-05T10:48:10.000Z,"Open-source software helps stakeholders make cost-effective renewable energy investments: Conceived by a group of scientists in Australia, the novel online tool can be modified for different regulatory… http://dlvr.it/T560BW #CommercialIndustrialPV #Finance #GridsIntegration",Other,Investment,opensource software help stakeholder make costeffective renewable energy investment conceived group scientist australia novel online tool modified different regulatory httpdlvrittbw commercialindustrialpv finance gridsintegration,1.0,0.0,3.0,Neutral,4,Positive,Positive,Australia
Regional Australia Institute,@RegionalAus,"https://pbs.twimg.com/media/GNgHmIyXYAABoxG?format=jpg&name=small, https://pbs.twimg.com/media/GNgHmIyXYAABoxG?format=jpg&name=small",1,2,1.0,153,https://x.com/RegionalAus/status/1790189251511890295,https://x.com/RegionalAus,"Discover how the small town of Yarram (VIC) is pioneering efficiency and renewable energy, transforming its timber industry into a model of sustainability.

https://regionalaustralia.org.au/efficiency_and_renewable_energy_work_hand_in_hand…

#RenewableEnergy #Sustainability #Yarram #Innovation #RebalanceTheNation",May 14,2024-05-14T01:15:52.000Z,"Discover how the small town of Yarram (VIC) is pioneering efficiency and renewable energy, transforming its timber industry into a model of sustainability.

https://regionalaustralia.org.au/efficiency_and_renewable_energy_work_hand_in_hand…

#RenewableEnergy #Sustainability #Yarram #Innovation #RebalanceTheNation",Other,Technology,discover small town yarram vic pioneering efficiency renewable energy transforming timber industry model sustainability httpsregionalaustraliaorgauefficiencyandrenewableenergyworkhandinhand renewableenergy sustainability yarram innovation rebalancethenation,2.0,-0.25,2.5,Negative,5,Very Positive,Very Positive,Australia
Climate Council,@climatecouncil,,34,81,9.0,2.7K,https://x.com/climatecouncil/status/1707159821370425816,https://x.com/climatecouncil,"We can and should power Australia with 100% renewable energy, backed by storage 

Moving to a fully renewables-powered grid will help tackle the cost of living and climate crises together in the best two-for-one deal Australians will ever see
#AusPol","Sep 28, 2023",2023-09-27T22:26:33.000Z,"We can and should power Australia with 100% renewable energy, backed by storage

Moving to a fully renewables-powered grid will help tackle the cost of living and climate crises together in the best two-for-one deal Australians will ever see
#AusPol",Other,Environment,power australia renewable energy backed storage moving fully renewablespowered grid help tackle cost living climate crisis together best twoforone deal australian ever see auspol,81.0,1.0,5.0,Very Positive,5,Very Positive,Very Positive,Australia
Ambassador for Climate Change,@AusAmbClimate,https://pbs.twimg.com/media/FyFH1qHaYAAuv1w?format=jpg&name=small,2,8,,872,https://x.com/AusAmbClimate/status/1666692337224015873,https://x.com/AusAmbClimate,"Great to show Tonsley Innovation District, SA to Tuvalu’s Foreign Minister @Simon_Kofe. Once the centre of South Australia’s car manufacturing industry, Tonsley is now at the forefront of renewable and clean energy transformation.  @TonsleySA","Jun 8, 2023",2023-06-08T06:23:13.000Z,"Great to show Tonsley Innovation District, SA to Tuvalu’s Foreign Minister @Simon_Kofe. Once the centre of South Australia’s car manufacturing industry, Tonsley is now at the forefront of renewable and clean energy transformation.  @TonsleySA",Other,Technology,great show tonsley innovation district sa tuvalu foreign minister simonkofe centre south australia car manufacturing industry tonsley forefront renewable clean energy transformation tonsleysa,8.0,0.3472222222222222,3.69,Neutral,5,Very Positive,Very Positive,Australia
Dr Sophie Scamps MP,@SophieScamps,,775,1.7K,346.0,37K,https://x.com/SophieScamps/status/1803541228967096353,https://x.com/SophieScamps,"This from AGL boss (AGL owns Loy Yang)

“As the owner of these sites, nuclear energy is not a part of these plans. There is no viable road map for the development of nuclear energy in Australia -the cost, build time & public opinion are all prohibitive”",Jun 20,2024-06-19T21:31:51.000Z,"This from AGL boss (AGL owns Loy Yang)

“As the owner of these sites, nuclear energy is not a part of these plans. There is no viable road map for the development of nuclear energy in Australia -the cost, build time & public opinion are all prohibitive”",Nuclear Energy,Technology,agl bos agl owns loy yang owner site nuclear energy part plan viable road map development nuclear energy australia cost build time public opinion prohibitive,1700.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Australia
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/FvUZvFRaQAEIumU?format=jpg&name=small,1,,,94,https://x.com/pvmagazineoz/status/1654256736604413954,https://x.com/pvmagazineoz,"Australia edged by China with cost of capital for utility scale PV: The International Renewable Energy Agency has released new data on the cost of capital for solar PV, onshore and offshore wind in the period between 2020… #renewables #solar #technology http://dlvr.it/SnY3M2","May 5, 2023",2023-05-04T22:48:35.000Z,"Australia edged by China with cost of capital for utility scale PV: The International Renewable Energy Agency has released new data on the cost of capital for solar PV, onshore and offshore wind in the period between 2020… #renewables #solar #technology http://dlvr.it/SnY3M2",Other,Investment,australia edged china cost capital utility scale pv international renewable energy agency released new data cost capital solar pv onshore offshore wind period renewables solar technology httpdlvritsnym,,0.0681818181818181,3.14,Neutral,2,Negative,Negative,Australia
Prof. Peter Doherty,@ProfPCDoherty,,11,25,1.0,4.9K,https://x.com/ProfPCDoherty/status/1746341141379994001,https://x.com/ProfPCDoherty,A  'red-yellow-green traffic-light system of regional biodiversity planning' would surely facilitate renewable implementation? Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham,Jan 14,2024-01-14T01:19:08.000Z,A  'red-yellow-green traffic-light system of regional biodiversity planning' would surely facilitate renewable implementation? Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham,Other,Cost,redyellowgreen trafficlight system regional biodiversity planning would surely facilitate renewable implementation australia renewable energy goal cant come cost biodiversity need strategic approach hugh possingham,25.0,0.5,4.0,Positive,3,Neutral,Neutral,Australia
Richard Ings : Renewable Energy Beneficiary,@ringsau,"https://pbs.twimg.com/media/GEzlHAYaMAA7p3J?format=jpg&name=small, https://pbs.twimg.com/media/GEzlHAYaMAA7p3J?format=jpg&name=small",,,,624,https://x.com/ringsau/status/1751026511308784045,https://x.com/ringsau,"Australia Day was another great day for energy use with @AmberElectricAU 

We imported 26kWh from the grid paying 11c/kWh

We exported 14.87kWh to the grid at a FiT of 34c/kWh

Total cost for the day?

A credit of $2.11

Thanks renewables!",Jan 27,2024-01-26T23:37:07.000Z,"Australia Day was another great day for energy use with @AmberElectricAU

We imported 26kWh from the grid paying 11c/kWh

We exported 14.87kWh to the grid at a FiT of 34c/kWh

Total cost for the day?

A credit of $2.11

Thanks renewables!",Other,Cost,australia day another great day energy use amberelectricau imported kwh grid paying ckwh exported kwh grid fit ckwh total cost day credit thanks renewables,,0.3625,3.73,Neutral,1,Very Negative,Very Negative,Australia
Hydrogen Renewable Energy Australia (HYREA),@HYREA4,,1,2,,108,https://x.com/HYREA4/status/1661175165852549120,https://x.com/HYREA4,"We are proud to announce that HYREA is one of the recepients of the Renewable Energy Innovation Fund Grant, awarded by the ACT Government. It will allow us to build a small-scale demonstrator of our technology.","May 24, 2023",2023-05-24T00:59:57.000Z,"We are proud to announce that HYREA is one of the recepients of the Renewable Energy Innovation Fund Grant, awarded by the ACT Government. It will allow us to build a small-scale demonstrator of our technology.",Other,Policy,proud announce hyrea one recepients renewable energy innovation fund grant awarded act government allow u build smallscale demonstrator technology,2.0,0.8,4.6,Very Positive,5,Very Positive,Very Positive,Australia
Jenny Frecklington-Jones #EndTheGENOCIDE,@JonesHowdareyou,,2,12,,737,https://x.com/JonesHowdareyou/status/1746088879017594975,https://x.com/JonesHowdareyou,"Noting that if we do not put an end to the fossil fuel industry in our immediate future, all will be lost but please—do go on ... 

""Australia’s renewable energy goals can’t come at the cost of biodiversity—we need a strategic approach | Hugh Possingham""",Jan 13,2024-01-13T08:36:44.000Z,"Noting that if we do not put an end to the fossil fuel industry in our immediate future, all will be lost but please—do go on ...

""Australia’s renewable energy goals can’t come at the cost of biodiversity—we need a strategic approach | Hugh Possingham""",Other,Cost,noting put end fossil fuel industry immediate future lost pleasedo go australia renewable energy goal cant come cost biodiversitywe need strategic approach hugh possingham,12.0,0.0,3.0,Neutral,3,Neutral,Neutral,Australia
The Spectator Australia,@SpectatorOz,"https://pbs.twimg.com/media/GFHXnN6agAA1k0q?format=jpg&name=small, https://pbs.twimg.com/media/GFHXnN6agAA1k0q?format=jpg&name=small",2,3,,693,https://x.com/SpectatorOz/status/1752418805786214551,https://x.com/SpectatorOz,"Dark doldrums in renewable energy | The dangrous lies behind net zero

Western elites need to be more honest and forthright about the cost  of net zero. There’s a reason that only three per cent of the world’s  energy comes from renewables. Dunkelflaute indeed.",Jan 31,2024-01-30T19:49:36.000Z,"Dark doldrums in renewable energy | The dangrous lies behind net zero

Western elites need to be more honest and forthright about the cost  of net zero. There’s a reason that only three per cent of the world’s  energy comes from renewables. Dunkelflaute indeed.",Other,Cost,dark doldrums renewable energy dangrous lie behind net zero western elite need honest forthright cost net zero there reason three per cent world energy come renewables dunkelflaute indeed,3.0,0.0687499999999999,3.14,Neutral,1,Very Negative,Very Negative,Australia
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small,1,1,,111,https://x.com/pvmagazineoz/status/1681534113466183685,https://x.com/pvmagazineoz,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,"Jul 19, 2023",2023-07-19T05:19:08.000Z,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,Other,Technology,arena push step change solar cost efficiency australian renewable energy agency say solar technology mature enough sufficiently cost effective meet australia renewables goal step renewables solar technology httpdlvritsspnp,1.0,0.175,3.35,Neutral,4,Positive,Positive,Australia
Energy Networks Australia,@EnergyNetworkAu,,,1,,163,https://x.com/EnergyNetworkAu/status/1702158091561676875,https://x.com/EnergyNetworkAu,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.","Sep 14, 2023",2023-09-14T03:11:28.000Z,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.",Other,Technology,update gas vision innovation brochure highlight progress research feasibility study renewable gas blending demonstration hydrogen appliance let take look,1.0,0.0,3.0,Neutral,4,Positive,Positive,Australia
Mums4Refugees,@Mums4Refugees,,1,1,,85,https://x.com/Mums4Refugees/status/1805162713858883702,https://x.com/Mums4Refugees,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Jun 24,2024-06-24T08:55:03.000Z,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Nuclear Energy,Policy,peter duttons nuclear policy would supply australia energy need would cost labor renewable energy policy,1.0,0.25,3.5,Neutral,3,Neutral,Neutral,Australia
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small, https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small",1,1,,111,https://x.com/pvmagazineoz/status/1681534113466183685,https://x.com/pvmagazineoz,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,"Jul 19, 2023",2023-07-19T05:19:08.000Z,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,Other,Technology,arena push step change solar cost efficiency australian renewable energy agency say solar technology mature enough sufficiently cost effective meet australia renewables goal step renewables solar technology httpdlvritsspnp,1.0,0.175,3.35,Neutral,4,Positive,Positive,Australia
Energy Networks Australia,@EnergyNetworkAu,,,1,,163,https://x.com/EnergyNetworkAu/status/1702158091561676875,https://x.com/EnergyNetworkAu,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.","Sep 14, 2023",2023-09-14T03:11:28.000Z,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.",Other,Technology,update gas vision innovation brochure highlight progress research feasibility study renewable gas blending demonstration hydrogen appliance let take look,1.0,0.0,3.0,Neutral,4,Positive,Positive,Australia
Mums4Refugees,@Mums4Refugees,,1,1,,85,https://x.com/Mums4Refugees/status/1805162713858883702,https://x.com/Mums4Refugees,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Jun 24,2024-06-24T08:55:03.000Z,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Nuclear Energy,Policy,peter duttons nuclear policy would supply australia energy need would cost labor renewable energy policy,1.0,0.25,3.5,Neutral,3,Neutral,Neutral,Australia
Rainforest Reserves Australia,@RainforestsAus,,13,30,1.0,453,https://x.com/RainforestsAus/status/1745676108073517252,https://x.com/RainforestsAus,"""Moves to protect biodiversity almost always help slow climate breakdown and allow for adaptation to inevitable changes, but renewable energy developments are fast becoming the exception."" - Hugh Possingham",Jan 12,2024-01-12T05:16:31.000Z,"""Moves to protect biodiversity almost always help slow climate breakdown and allow for adaptation to inevitable changes, but renewable energy developments are fast becoming the exception."" - Hugh Possingham",Other,Environment,move protect biodiversity almost always help slow climate breakdown allow adaptation inevitable change renewable energy development fast becoming exception hugh possingham,30.0,0.0875,3.17,Neutral,4,Positive,Positive,Australia
Energy Networks Australia,@EnergyNetworkAu,,1,2,,850,https://x.com/EnergyNetworkAu/status/1620986417714237440,https://x.com/EnergyNetworkAu,"A new report from ENA has highlighted the need for a renewable gas target. CEO @AndrewDillon_EN said “This development of renewable gas is critical to support a lower cost clean energy transition, retain customer choice and diversity of energy supply.""
http://ow.ly/fMoV50MHp8c","Feb 2, 2023",2023-02-02T03:24:13.000Z,"A new report from ENA has highlighted the need for a renewable gas target. CEO @AndrewDillon_EN said “This development of renewable gas is critical to support a lower cost clean energy transition, retain customer choice and diversity of energy supply.""
http://ow.ly/fMoV50MHp8c",Other,Technology,new report ena highlighted need renewable gas target ceo andrewdillonen said development renewable gas critical support lower cost clean energy transition retain customer choice diversity energy supply httpowlyfmovmhpc,2.0,0.1676767676767676,3.34,Neutral,4,Positive,Positive,Australia
Capital Brief,@CapitalBrief,,,,,75,https://x.com/CapitalBrief/status/1825397651371601966,https://x.com/CapitalBrief,"Australia must increase its renewable energy capability by 135% by 2030 to keep its emissions reduction trajectory in line with the Paris Agreement on Climate Change, according to Bloomberg NEF's latest New Energy Outlook",Aug 19,2024-08-19T05:01:28.000Z,"Australia must increase its renewable energy capability by 135% by 2030 to keep its emissions reduction trajectory in line with the Paris Agreement on Climate Change, according to Bloomberg NEF's latest New Energy Outlook",Other,Environment,australia must increase renewable energy capability keep emission reduction trajectory line paris agreement climate change according bloomberg nefs latest new energy outlook,,0.3181818181818182,3.64,Neutral,5,Very Positive,Very Positive,Australia
Trevor Hughes,@TrevorH53038397,,1,7,2.0,159,https://x.com/TrevorH53038397/status/1804689493817164086,https://x.com/TrevorH53038397,"Dutton opens debate on the Paris Climate Agreement https://spectator.com.au/2024/06/dutton-opens-debate-on-the-paris-climate-agreement/… 

""the federal government’s emission reduction policies will require a third of Australia’s agricultural land to be sacrificed for renewable energy production, and will risk in excess of 650,000 jobs.""",Jun 23,2024-06-23T01:34:39.000Z,"Dutton opens debate on the Paris Climate Agreement https://spectator.com.au/2024/06/dutton-opens-debate-on-the-paris-climate-agreement/…

""the federal government’s emission reduction policies will require a third of Australia’s agricultural land to be sacrificed for renewable energy production, and will risk in excess of 650,000 jobs.""",Other,Policy,dutton open debate paris climate agreement httpsspectatorcomauduttonopensdebateontheparisclimateagreement federal government emission reduction policy require third australia agricultural land sacrificed renewable energy production risk excess job,7.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Australia
Department of Foreign Affairs and Trade,@dfat,"https://pbs.twimg.com/media/E4AHKBxUYAE8z1D.jpg, https://pbs.twimg.com/media/E4AHKBxUYAE8z1D.jpg, https://pbs.twimg.com/media/E4AHKBxUYAE8z1D.jpg",7,15,,,https://x.com/dfat/status/1405450164417011713,https://x.com/dfat,"By investing in #ClimateAction in our region, Australia is supporting our shared prosperity, security and stability. Improved access to renewable energy for Solomon Islands also enables them to meet 100% of their  commitment for emissions reduction under the Paris Agreement","Jun 17, 2021",2021-06-17T09:00:05.000Z,"By investing in #ClimateAction in our region, Australia is supporting our shared prosperity, security and stability. Improved access to renewable energy for Solomon Islands also enables them to meet 100% of their  commitment for emissions reduction under the Paris Agreement",Other,Other,investing climateaction region australia supporting shared prosperity security stability improved access renewable energy solomon island also enables meet commitment emission reduction paris agreement,15.0,0.25,3.5,Neutral,5,Very Positive,Very Positive,Australia
Eureka Collective,@Eureka_Coll,,7,43,1.0,,https://x.com/Eureka_Coll/status/1567042365805973505,https://x.com/Eureka_Coll,"Things that don't matter:
- obscure sexualities
- carbon emissions
- changing the date of Australia Day

Things that do matter:
- ending the RBA, establishing national banking
- geopolitical independence
- industrialisation of the whole nation powered by nuclear energy","Sep 6, 2022",2022-09-06T06:49:48.000Z,"Things that don't matter:
- obscure sexualities
- carbon emissions
- changing the date of Australia Day

Things that do matter:
- ending the RBA, establishing national banking
- geopolitical independence
- industrialisation of the whole nation powered by nuclear energy",Nuclear Energy,Environment,thing dont matter obscure sexuality carbon emission changing date australia day thing matter ending rba establishing national banking geopolitical independence industrialisation whole nation powered nuclear energy,43.0,0.2,3.4,Neutral,1,Very Negative,Very Negative,Australia
CloseApproximation,@closeapproximat,,,,,,https://x.com/closeapproximat/status/1385750506576912386,https://x.com/closeapproximat,"Australia must start building a nuclear industry today:

- deterrent, make any CCP land invasion very costly
- we get proper subs, not the Frankenstein basketcase subs on order
- we get full closed nuclear energy cycle and reliable baseload, with future EV, independence from oil","Apr 24, 2021",2021-04-24T00:20:41.000Z,"Australia must start building a nuclear industry today:

- deterrent, make any CCP land invasion very costly
- we get proper subs, not the Frankenstein basketcase subs on order
- we get full closed nuclear energy cycle and reliable baseload, with future EV, independence from oil",Nuclear Energy,Other,australia must start building nuclear industry today deterrent make ccp land invasion costly get proper sub frankenstein basketcase sub order get full closed nuclear energy cycle reliable baseload future ev independence oil,,0.09,3.18,Neutral,5,Very Positive,Very Positive,Australia
Bruno Prior,@bgprior,,20,54,4.0,,https://x.com/bgprior/status/1496975974021357578,https://x.com/bgprior,"It's all very well saying we should ramp-up nuclear for energy independence, but the 4 biggest sources of uranium are Kazakhstan, Australia, Canada and Russia, and two of those are authoritarian states with an intolerance of dissent, while the other two are members of the CIS.","Feb 25, 2022",2022-02-24T22:30:59.000Z,"It's all very well saying we should ramp-up nuclear for energy independence, but the 4 biggest sources of uranium are Kazakhstan, Australia, Canada and Russia, and two of those are authoritarian states with an intolerance of dissent, while the other two are members of the CIS.",Nuclear Energy,Other,well saying rampup nuclear energy independence biggest source uranium kazakhstan australia canada russia two authoritarian state intolerance dissent two member ci,54.0,0.0375,3.08,Neutral,4,Positive,Positive,Australia
amnesty11,@amnesty11,,,,,,https://x.com/amnesty11/status/1450060013645418498,https://x.com/amnesty11,Barnaby is emerging as a leader of LNP coalition if they are to remain in Power and save Australia from Viruses like G-26 or Civid -19 both of which threaten Australian Sovereignty in Energy INDEPENDENCE without Nuclear !.,"Oct 18, 2021",2021-10-18T11:23:42.000Z,Barnaby is emerging as a leader of LNP coalition if they are to remain in Power and save Australia from Viruses like G-26 or Civid -19 both of which threaten Australian Sovereignty in Energy INDEPENDENCE without Nuclear !.,Nuclear Energy,Other,barnaby emerging leader lnp coalition remain power save australia virus like g civid threaten australian sovereignty energy independence without nuclear,,0.0,3.0,Neutral,4,Positive,Positive,Australia
JoshI,@joshI20,,,2,,,https://x.com/joshI20/status/1502963598041096192,https://x.com/joshI20,Australia needs energy independence and the only way we can get it is through Nuclear Energy! We need to start building before it gets any later!!,"Mar 13, 2022",2022-03-13T11:03:40.000Z,Australia needs energy independence and the only way we can get it is through Nuclear Energy! We need to start building before it gets any later!!,Nuclear Energy,Other,australia need energy independence way get nuclear energy need start building get later,2.0,0.0,3.0,Neutral,3,Neutral,Neutral,Australia
Rod Holesgrove,@RHolesgrove,,8,33,1.0,,https://x.com/RHolesgrove/status/1445573638334259201,https://x.com/RHolesgrove,"One of the geostrategic implications for Australia of going full on renewables. No more ME wars, energy independence etc . But the so called ‘ strong on national security’  Morrison Government doesn’t get it !","Oct 6, 2021",2021-10-06T02:16:27.000Z,"One of the geostrategic implications for Australia of going full on renewables. No more ME wars, energy independence etc . But the so called ‘ strong on national security’  Morrison Government doesn’t get it !",Other,Policy,one geostrategic implication australia going full renewables war energy independence etc called strong national security morrison government doesnt get,33.0,0.2138888888888888,3.43,Neutral,2,Negative,Negative,Australia
Robert Wagner,@RobertW37463604,,,,,,https://x.com/RobertW37463604/status/1498070168903114755,https://x.com/RobertW37463604,"Nuclear is a viable, clean and safe path forward for energy independence.
Our close allies Australia and Canada hold roughly 25% and 9% of the global uranium reserves...the US only holds a little over 1%.","Feb 28, 2022",2022-02-27T22:58:55.000Z,"Nuclear is a viable, clean and safe path forward for energy independence.
Our close allies Australia and Canada hold roughly 25% and 9% of the global uranium reserves...the US only holds a little over 1%.",Nuclear Energy,Other,nuclear viable clean safe path forward energy independence close ally australia canada hold roughly global uranium reservesthe u hold little,,0.0965277777777777,3.19,Neutral,4,Positive,Positive,Australia
Sid Dowling,@shoebil57672266,,15,33,,588,https://x.com/shoebil57672266/status/1761231318866907593,https://x.com/shoebil57672266,"It’s difficult to underestimate the amount of damage being inflicted on Australia by climate zealots who are  manipulated by greedy people promoting so called renewables,we are squandering our energy independence and security #Auspol2024",Feb 24,2024-02-24T03:27:23.000Z,"It’s difficult to underestimate the amount of damage being inflicted on Australia by climate zealots who are  manipulated by greedy people promoting so called renewables,we are squandering our energy independence and security #Auspol2024",Other,Environment,difficult underestimate amount damage inflicted australia climate zealot manipulated greedy people promoting called renewableswe squandering energy independence security auspol,33.0,-0.5,2.0,Negative,2,Negative,Negative,Australia
Sid Dowling,@shoebil57672266,,9,21,1.0,354,https://x.com/shoebil57672266/status/1633414784703156231,https://x.com/shoebil57672266,"China is a renewables energy super power , Australia is just one of their gullible customers that squandered its energy independence and security for cheap goods from Harvey Norman and Bunnings #Auspol2023","Mar 8, 2023",2023-03-08T10:30:06.000Z,"China is a renewables energy super power , Australia is just one of their gullible customers that squandered its energy independence and security for cheap goods from Harvey Norman and Bunnings #Auspol2023",Other,Cost,china renewables energy super power australia one gullible customer squandered energy independence security cheap good harvey norman bunnings auspol,21.0,0.3666666666666667,3.73,Neutral,5,Very Positive,Very Positive,Australia
