Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
newsm2005,@newsm2005,,,,,79,https://x.com/newsm2005/status/1749426308667543788,https://x.com/newsm2005,"//太阳能现在在中国某些省份已经0电价上网了，只靠补贴回血。深谷电价出现在白天。因为要利用完这些太阳能必须在太阳落山后有其它能源给补充，现在有些省份新建太阳能发电站不能调峰不自带储能根本不审批。发出来都是垃圾电。
算上储能后光伏发电成本直线上升。",Jan 23,2024-01-22T13:38:29.000Z,"// Solar energy is now on the Internet in some provinces in China, and only rely on subsidies to return blood.Deep Valley's electricity price appeared during the day.Because after using these solar energy, other energy sources must be supplemented after the sun falls, and now some provinces can build new solar power stations that cannot be adjusted by peak -to -peak power.Send out all garbage electricity.
After calculating energy storage, the cost of photovoltaic power generation rose straight.",Solar Energy,solar energy internet province china rely subsidy return blooddeep valley electricity price appeared daybecause using solar energy energy source must supplemented sun fall province build new solar power station cannot adjusted peak peak powersend garbage electricity calculating energy storage cost photovoltaic power generation rose straight,,0.16227272727272726,3.32,Neutral,1,Very Negative,Very Negative
纽约时报中文网,@nytchinese,,6.0,23.0,14.0,42K,https://x.com/nytchinese/status/1817779350324101260,https://x.com/nytchinese,中国主导了全球太阳能市场，但其国内产业正在经历动荡。政府补贴导致企业产能过剩、加大出口，随之而来的大幅降价给企业造成严重打击。这凸显出中国产业决策造成的后果。,Jul 29,2024-07-29T04:29:04.000Z,"China has led the global solar market, but its domestic industry is undergoing turbulence.Government subsidies have led to overcapacity and exports of enterprises, and the sharp price cuts have caused serious blows to enterprises.This highlights the consequences of China's industrial decision -making.",Other,china led global solar market domestic industry undergoing turbulencegovernment subsidy led overcapacity export enterprise sharp price cut caused serious blow enterprisesthis highlight consequence china industrial decision making,23.0,-0.11458333333333333,2.77,Negative,2,Negative,Negative
加拿大国际广播,@RCIZhongwen,,2.0,2.0,2.0,4K,https://x.com/RCIZhongwen/status/1790398185262751812,https://x.com/RCIZhongwen,"美国对中国电动汽车大幅提高关税 https://ici.radio-canada.ca/rci/zh-hans/%E6%96%B0%E9%97%BB/2072589/%E7%BE%8E%E5%9B%BD-%E4%B8%AD%E5%9B%BD-%E7%94%B5%E5%8A%A8%E6%B1%BD%E8%BD%A6-%E6%8F%90%E9%AB%98-%E5%85%B3%E7%A8%8E… 
拜登政府认为中国补贴制造业，以控制全球电动汽车和清洁能源行业。
美国还计划对先进电池、太阳能电池、钢铁、铝和医疗设备征收新的关税。",May 15,2024-05-14T15:06:06.000Z,"The United States has a significant increase in tariffs on Chinese electric vehicles https://ici.radio-canada.ca/rci/zh-hans/%E6%9%B0%E97%BB/2072589/%E7%BE%8E5%E5%E5%9b%bd-%e4%B8%A5%E5%9b%BD-%E7%94%B5%E5%8A%A8%B1%BD%E8%A6-%E6%8F%90%E9%AB%98-%E5%85%B3%E7%A8%8E ...
The government of Biden believes that China subsidizes the manufacturing industry to control the global electric vehicle and clean energy industry.
The United States also plans to impose new tariffs on advanced batteries, solar batteries, steel, aluminum and medical equipment.",Other,united state significant increase tariff chinese electric vehicle httpsiciradiocanadacarcizhhansebebbebeeeebbdebaebbdebeaabbdeaefeabebeae government biden belief china subsidizes manufacturing industry control global electric vehicle clean energy industry united state also plan impose new tariff advanced battery solar battery steel aluminum medical equipment,2.0,0.18257575757575759,3.37,Neutral,1,Very Negative,Very Negative
世界和中国新闻,@ChinaOneNews,,,,,29,https://x.com/ChinaOneNews/status/1706694378201428179,https://x.com/ChinaOneNews,德国正式启动电动汽车太阳能充电站补贴计划 http://dlvr.it/SwdFzF,"Sep 27, 2023",2023-09-26T15:37:03.000Z,German officially launched electric vehicle solar charging station subsidy plan http://dlvr.it/swdfzf,Other,german officially launched electric vehicle solar charging station subsidy plan httpdlvritswdfzf,,0.0,3.0,Neutral,5,Very Positive, Very Positive
老刘说股市,@chetram49286125,,,,,11,https://x.com/chetram49286125/status/1790913825631523036,https://x.com/chetram49286125,去年中国新能源汽车产销突破900万辆，全球市场占有率超过30%，实现了弯道超车！但今年出海被围堵，国内新能源车替代率达到45%，压力越来越大了，所以，中国的新三样（新能源车、锂电池、太阳能）想保持优势，只能采取三步走战略，一是下乡，二是以旧换新（补贴），三是出海！最终的想象力还得靠出海！,May 16,2024-05-16T01:15:04.000Z,"Last year, China's new energy vehicle production and sales exceeded 9 million vehicles, and the global market share exceeded 30%, achieving curve overtaking!However, this year's overseas was blocked, and the alternative rate of new energy vehicles in China reached 45%, and the pressure was getting greater. Therefore, in China’s new three (new energy vehicles, lithium batteries, solar energy), if you want to maintain an advantage, you can only adopt three steps to take three steps.Take a strategy, one is to go to the countryside, the other is to change the new (subsidy), and the third is going to sea!In the end, the imagination has to be relying on sea!",Other,last year china new energy vehicle production sale exceeded million vehicle global market share exceeded achieving curve overtakinghowever year overseas blocked alternative rate new energy vehicle china reached pressure getting greater therefore china new three new energy vehicle lithium battery solar energy want maintain advantage adopt three step take three stepstake strategy one go countryside change new subsidy third going seain end imagination relying sea,,0.09607438016528924,3.19,Neutral,2,Negative,Negative
The sky’s the limit.,@Theskys25675511,,,3.0,,46,https://x.com/Theskys25675511/status/1792602106849108042,https://x.com/Theskys25675511,几年前看到中国用太阳能蓄电，后又到旧金山朋友家看到他们也安装太阳能蓄电，据说政府还补贴…。看到这些曾好奇地问车子的玻璃装置为啥不用太阳能玻璃替代？有的回答说也许玻璃太重了 不是专业总是有好奇…,May 21,2024-05-20T17:03:41.000Z,"A few years ago, I saw that China used solar power power, and then went to San Francisco's house to see that they also installed solar power storage. It is said that the government also subsidized ...Seeing these glass devices of the car curiously, why not use solar glass instead of solar glass?Some answers may be curious if the glass is too heavy ...",Other,year ago saw china used solar power power went san franciscos house see also installed solar power storage said government also subsidized seeing glass device car curiously use solar glass instead solar glasssome answer may curious glass heavy,3.0,-0.15000000000000002,2.7,Negative,3,Neutral,Neutral
巴赫塔儿通讯社,@bnachinese,"https://pbs.twimg.com/media/GEiFIeFaYAA6d-H?format=jpg&name=small, https://pbs.twimg.com/media/GEiFIeFaYAA6d-H?format=jpg&name=small",,,,101,https://x.com/bnachinese/status/1749794981433499794,https://x.com/bnachinese,"据国际能源署报告，中国已经居于可再生能源应用领域领头羊地位。
国际能源署在报告中说：“2028年，全球可再生能源发电量的近60%将来自中国。虽然中国政府2020-2021年中止了新能源领域一系列补贴，但风电厂和太阳能电厂的建设势头依旧强劲”。",Jan 24,2024-01-23T14:03:27.000Z,"According to the International Energy Agency, China has lived in the leader of renewable energy applications.
The International Energy Agency said in the report: ""In 2028, nearly 60%of the global renewable energy power generation will be from China in the future. Although the Chinese government has suspended a series of subsidies in the new energy field from 2020-2021, the construction of wind power plants and solar power plantsThe momentum is still strong. """,Other,according international energy agency china lived leader renewable energy application international energy agency said report nearly global renewable energy power generation china future although chinese government suspended series subsidy new energy field construction wind power plant solar power plantsthe momentum still strong,,0.08371212121212121,3.17,Neutral,4,Positive,Positive
汉尼拔火罐,@Hnbhger17,https://pbs.twimg.com/ext_tw_video_thumb/1817377286188056576/pu/img/PdddT2PD_LDXGPDh.jpg,,33.0,2.0,2.9K,https://x.com/Hnbhger17/status/1817382393705328871,https://x.com/Hnbhger17,"给中国太阳能组件加关税，直接拉爆了美国太阳能产业，道理很简单，只有Made in China的成本，才能让这个产业赚钱… 
拜登政府现在确实给太阳能产业很多补贴，但一旦川普上台，这些补贴不但会取消，还会让你全部吐出来！与其这样，还不如现在就破产更干净利落…",Jul 28,2024-07-28T02:11:42.000Z,"Increase tariffs to China's solar components, and directly explode the US solar industry. The reason is very simple. Only the cost of Made in China can make this industry make money ...
The Biden government has indeed given a lot of subsidies to the solar industry, but once Trump comes to power, these subsidies will not only cancel, but also let you spit it out!Rather than, it is better to go bankrupt and more clean now ...",Other,increase tariff china solar component directly explode u solar industry reason simple cost made china make industry make money biden government indeed given lot subsidy solar industry trump come power subsidy cancel also let spit outrather better go bankrupt clean,33.0,0.20952380952380953,3.42,Neutral,1,Very Negative,Very Negative
大纪元新闻网,@dajiyuan,,1.0,4.0,,1.6K,https://x.com/dajiyuan/status/1775615172410749325,https://x.com/dajiyuan,"欧盟委员会周三（4月3日）表示，欧盟正在对两家中资公司在罗马尼亚太阳能发电园区公开招标中是否过度受益于中国（中共）政府补贴而展开调查。

#大纪元",Apr 4,2024-04-03T20:03:41.000Z,"The European Commission said on Wednesday (April 3) that the European Union was investigating whether the two Chinese -funded companies were excessively benefited from the China (CCP) government subsidies in the public bidding of two Chinese -funded companies in Romanian Solar Power Park.

#元 大",Other,european commission said wednesday april european union investigating whether two chinese funded company excessively benefited china ccp government subsidy public bidding two chinese funded company romanian solar power park,4.0,-0.041666666666666664,2.92,Negative,1,Very Negative,Very Negative
Bad.news,@lvv2com,,3.0,2.0,,2.6K,https://x.com/lvv2com/status/1656615997497909248,https://x.com/lvv2com,【美国想要“弯道超车”光伏】该法案对美国太阳能全产业链的补贴理论上可达到17美分/瓦，基本接近于中国目前的生产成本。,"May 11, 2023",2023-05-11T11:03:26.000Z,"[The United States wants to ""overtaking"" photovoltaic] The bill of subsidies for the US solar industry chain in theory can theoretically reach 17 cents/watt, which is basically close to the current production cost of China.",Solar Energy,united state want overtaking photovoltaic bill subsidy u solar industry chain theory theoretically reach centswatt basically close current production cost china,2.0,0.06666666666666667,3.13,Neutral,2,Negative,Negative
Yan son Chen陈炎松,@YansonChen89,"https://pbs.twimg.com/media/GKPT-QrbkAAkUoQ?format=jpg&name=small, https://pbs.twimg.com/media/GKPT-QrbkAAkUoQ?format=jpg&name=small",,,,78,https://x.com/YansonChen89/status/1775579907206324464,https://x.com/YansonChen89,欧盟调查罗马尼亚太阳能招标的中国投标人，不用调查，中国投标人肯定涉政府补贴，没资格竞标，罗马尼亚的太阳能招标项目不能给予中国投标人。,Apr 4,2024-04-03T17:43:33.000Z,The EU's Chinese bidders who investigated Romania's Pacific Sunnesses could not be investigated. Chinese bidders must be involved in government subsidies and are not qualified to bid. Romania's solar tender projects cannot be given Chinese bidders.,Other,eu chinese bidder investigated romania pacific sunnesses could investigated chinese bidder must involved government subsidy qualified bid romania solar tender project cannot given chinese bidder,,0.0,3.0,Neutral,1,Very Negative,Very Negative
新闻一分钟,@zhangdl12,,,,,218,https://x.com/zhangdl12/status/1775760905914945756,https://x.com/zhangdl12,欧美担忧中国过度出口绿色产品如电动汽车和太阳能板，可能冲击其新能源政策。欧盟已开始调查中国太阳能产品是否存在不正当补贴和破坏市场竞争行为。美国财政部长耶伦将向中国施压，要求控制廉价产品出口，提高国内消费市场。,Apr 4,2024-04-04T05:42:46.000Z,"Europe and the United States are worried that China's excessive export green products such as electric vehicles and solar panels may impact their new energy policies.The EU has begun to investigate whether there are improper subsidies and destroying market competition in Chinese solar products.US Finance Minister Yellen will put pressure on China, asking for controlling cheap products exports to improve the domestic consumer market.",Solar Energy,europe united state worried china excessive export green product electric vehicle solar panel may impact new energy policiesthe eu begun investigate whether improper subsidy destroying market competition chinese solar productsus finance minister yellen put pressure china asking controlling cheap product export improve domestic consumer market,,-0.014204545454545456,2.97,Negative,2,Negative,Negative
鄭孝太,@TeresaChiang9,"https://pbs.twimg.com/media/F6J9MUjb0AAxe1a?format=jpg&name=small, https://pbs.twimg.com/media/F6J9MUjb0AAxe1a?format=jpg&name=small",,,,50,https://x.com/TeresaChiang9/status/1703061263960674782,https://x.com/TeresaChiang9,"22:55 9月16日 周六
23：00
头条新闻 观点
视频
中欧关系
“机不可失，时不再来”：欧洲努力阻止中国电动汽车涌入

25 分钟前
• 欧盟委​​员会正在调查一些欧盟参与者所说的来自中国的大量补贴电动汽车

• 分析师称，随着非洲大陆努力实现绿色目标，太阳能行业提供了先例","Sep 17, 2023",2023-09-16T15:00:21.000Z,"22:55 Saturday September 16th
23:00
Headline News
video
China -Europe relations
""The machine must not be lost and will not come again."" Europe strives to prevent Chinese electric vehicles from flowing in

25 minutes ago
• The European Union Commission is investigating some EU participants said that a large number of subsidized electric vehicles from China

• Analysts said that as the African continent strives to achieve green goals, the solar industry provides precedent",Other,saturday september th headline news video china europe relation machine must lost come europe strives prevent chinese electric vehicle flowing minute ago european union commission investigating eu participant said large number subsidized electric vehicle china analyst said african continent strives achieve green goal solar industry provides precedent,,0.0028571428571428524,3.01,Neutral,1,Very Negative,Very Negative
西羌笛韵,@xiqiangdiyun12,https://pbs.twimg.com/media/GKVYs5xasAAuE9D?format=jpg&name=small,1.0,9.0,,453,https://x.com/xiqiangdiyun12/status/1775923401703723398,https://x.com/xiqiangdiyun12,耶伦凭什么说服中国。4日下午，美国财政部长耶伦抵达中国广州。此次访华的目的是什么？据称耶伦打算就中方对包括太阳能电池板和电动汽车在内的国内清洁能源产业的补贴政策表达不满，并对此产生的所谓负面影响向中方发出警告，施压中方做出改变。我们要反问的是，美国没有类似补贴吗？#西太平洋观察,Apr 5,2024-04-04T16:28:28.000Z,"Why does Yellen persuade China.On the afternoon of the 4th, US Finance Minister Yellen arrived in Guangzhou, China.What is the purpose of this visit to China?Yellen is said to be dissatisfied with the China ’s subsidy policy of the domestic clean energy industry, including solar panels and electric vehicles, and warns the Chinese side on the so -called negative effects caused by this, and the Chinese side has changed.What we want to ask is that there are no similar subsidies in the United States?#",Solar Energy,yellen persuade chinaon afternoon th u finance minister yellen arrived guangzhou chinawhat purpose visit chinayellen said dissatisfied china subsidy policy domestic clean energy industry including solar panel electric vehicle warns chinese side called negative effect caused chinese side changedwhat want ask similar subsidy united state,9.0,0.011111111111111118,3.02,Neutral,1,Very Negative,Very Negative
Cathy,@aabb816816,https://pbs.twimg.com/media/F8yYI1zbEAAxpfS?format=jpg&name=medium,3.0,11.0,,4.7K,https://x.com/aabb816816/status/1714914159098490967,https://x.com/aabb816816,"威马汽车拖累的创投。。。
也是今天吃中饭时聊到的，中国的新能源整车厂都是不赚钱的，至于什么时候赚钱，就是欧美搞个几轮反补贴调查，死掉一批厂商，留下一批真正有经营能力和技术能力的，就健康了。和当年的太阳能板双反如出一辙，剩者为王。。。","Oct 19, 2023",2023-10-19T07:59:31.000Z,"Weimar Motors dragged the venture capital.EssenceEssence
It is also talked about when eating Chinese meals today. China's new energy vehicle manufacturers do not make money. As for when to make money, it is a few rounds of anti -subsidy surveys in Europe and the United States.Those who have ability and technical ability are healthy.It is exactly the same as that of the solar panels of that year, and the remaining is king.EssenceEssence",Solar Energy,weimar motor dragged venture capitalessenceessence also talked eating chinese meal today china new energy vehicle manufacturer make money make money round anti subsidy survey europe united statesthose ability technical ability healthyit exactly solar panel year remaining kingessenceessence,11.0,0.031060606060606056,3.06,Neutral,1,Very Negative,Very Negative
Franklin,@franklinHaHaHa,https://pbs.twimg.com/media/F7zmsJCbgAA2-or?format=png&name=small,5.0,26.0,6.0,3.7K,https://x.com/franklinHaHaHa/status/1710501823553925474,https://x.com/franklinHaHaHa,欧美忽悠的绿色能源，除了风能，其他的他们都没打算认真量产，准备长期忽悠政府补贴用。遇到中国不讲道理把太阳能、电池、生物燃料油大规模量产且降低价格后，把这些人整不会了。,"Oct 7, 2023",2023-10-07T03:46:28.000Z,"In Europe and the United States, the green energy sources, except for wind energy, did not intend to mass production seriously, preparing for long -term flickering government subsidies.When China does not make sense to mass production of solar, batteries, and biological fuel oils and reduce prices, these people will not be able to do it.",Wind Energy,europe united state green energy source except wind energy intend mass production seriously preparing long term flickering government subsidieswhen china make sense mass production solar battery biological fuel oil reduce price people able,26.0,-0.020833333333333343,2.96,Negative,2,Negative,Negative
大野人,@OhonoJP,,,1.0,,196,https://x.com/OhonoJP/status/1778362734197060003,https://x.com/OhonoJP,"绿色能源，各国都在补贴。
电动车，日本最多一辆补贴155万日元。
太阳能，自家屋顶装个太阳能板发电，少说拿50万日元补助。
风力发电也一样。
单挑中国补贴说事儿，是为奸诈。",Apr 11,2024-04-11T10:01:30.000Z,"Green energy, all countries are subsidized.
Electric vehicles, a maximum of 1.55 million yen in Japan.
Solar energy, a solar board is installed with a solar board, and it is said that it will take 500,000 yen subsidies.
Wind power is the same.
Single -up China Subsidies saying that things are treacherous.",Other,green energy country subsidized electric vehicle maximum million yen japan solar energy solar board installed solar board said take yen subsidy wind power single china subsidy saying thing treacherous,1.0,-0.09047619047619049,2.82,Negative,1,Very Negative,Very Negative
飛 凡,@WarTiger007,,,,,129,https://x.com/WarTiger007/status/1775528808411435392,https://x.com/WarTiger007,"欧盟对两家中国竞标者在罗马尼亚太阳能发电园区公开招标中的报价是否过度受益于补贴展开调查。

欧盟说，有足够的迹象表明，这两家中国企业都获得了扭曲欧盟单一市场的外国补贴。",Apr 4,2024-04-03T14:20:30.000Z,"The EU's public bidding for two Chinese bidders in the Romanian Solar Power Park has excessively benefited from subsidies to conduct investigations.

The European Union said that there are sufficient signs that these two Chinese companies have received foreign subsidies in the EU's single market.",Other,eu public bidding two chinese bidder romanian solar power park excessively benefited subsidy conduct investigation european union said sufficient sign two chinese company received foreign subsidy eu single market,,-0.06377551020408163,2.87,Negative,1,Very Negative,Very Negative
hans,@hansfreesoul,,,2.0,4.0,1.2K,https://x.com/hansfreesoul/status/1794007644069589470,https://x.com/hansfreesoul,"中国现在这么强大了吗

耶伦呼吁欧盟在针对中国政府向太阳能面板、半导体和电动车制造商提供巨额补贴的问题方面结成统一战线，共同应对。她说，中国的产能不仅超出了中国自身的需求，而且超出了世界经济的需求，并威胁到工业七国集团和发展中国家相应企业的生存。",May 25,2024-05-24T14:08:48.000Z,"Is China so powerful now

Yellen called on the EU to form a unified front on the issues of providing huge subsidies to solar panels, semiconductors and electric vehicle manufacturers for the Chinese government to deal with them together.She said that China's production capacity not only exceeds China's own needs, but also exceeds the needs of the world economy, and threatened the survival of the Seven Economy Group and the corresponding enterprises in developing countries.",Solar Energy,china powerful yellen called eu form unified front issue providing huge subsidy solar panel semiconductor electric vehicle manufacturer chinese government deal togethershe said china production capacity exceeds china need also exceeds need world economy threatened survival seven economy group corresponding enterprise developing country,2.0,0.26,3.52,Neutral,5,Very Positive, Very Positive
新闻一分钟,@zhangdl12,,,,,53,https://x.com/zhangdl12/status/1751815604921569313,https://x.com/zhangdl12,合肥，中国中部的电动汽车和太阳能电池板生产中心，通过政府主导的行业增长，成为其他城市的榜样。然而，全国房地产衰落和电动汽车行业的过度补贴导致产能过剩，亏损严重，给合肥带来了挑战。,Jan 29,2024-01-29T03:52:42.000Z,"Hefei, the production center of electric vehicles and solar panels in central China, has become an example of other cities through government -led industry growth.However, the national real estate decline and excessive subsidies in the electric vehicle industry have led to overcapacity and serious losses, which has brought challenges to Hefei.",Solar Energy,hefei production center electric vehicle solar panel central china become example city government led industry growthhowever national real estate decline excessive subsidy electric vehicle industry led overcapacity serious loss brought challenge hefei,,-0.1013888888888889,2.8,Negative,2,Negative,Negative
Thinker（互to）,@thinker04230409,,,,,69,https://x.com/thinker04230409/status/1775877724336431113,https://x.com/thinker04230409,对于两家中企的子公司参与竞标欧盟成员国罗马尼亚一个太阳能项目，欧盟委员会称，该委员会已根据外国补贴条例开始调查这些企业的子公司是否利用外国政府补贴与其他竞标企业进行竞争。对此，欧盟中国商会在一份声明中表示强烈不满，并谴责欧盟把外国补贴条例作为“经济胁迫工具”。,Apr 5,2024-04-04T13:26:58.000Z,"Regarding a solar project of Romania, a subsidiary of the two Chinese -enterprise subsidiaries to participate in the Bid EU member state, the European Commission said that the committee has begun to investigate whether the subsidiaries of these companies use foreign government subsidies to compete with other bidding companies in accordance with the foreign subsidy regulations.In this regard, the European Union and the Chinese Chamber of Commerce expressed strong dissatisfaction in a statement, and condemned the European Union to take foreign subsidy regulations as ""economic coercion tools.""",Other,regarding solar project romania subsidiary two chinese enterprise subsidiary participate bid eu member state european commission said committee begun investigate whether subsidiary company use foreign government subsidy compete bidding company accordance foreign subsidy regulationsin regard european union chinese chamber commerce expressed strong dissatisfaction statement condemned european union take foreign subsidy regulation economic coercion tool,,0.012121212121212118,3.02,Neutral,1,Very Negative,Very Negative
Starbugs,@freesisx,,,,,542,https://x.com/freesisx/status/1778231378779554000,https://x.com/freesisx,“中国地方政府为扩大电动车、电池和太阳能电池板的生产能力提供了巨额补贴，中国在这一领域的生产能力已经远超国内需求。根据最新的估算，中国电动车的生产能力已经是国内需求的两倍，而电池及太阳能电池板的生产能力更是全球需求量的四倍。这种局面造成的后果是，这些产品将大量涌入国际市场。,Apr 11,2024-04-11T01:19:33.000Z,"""Chinese local governments provide huge subsidies to expand the production capacity of electric vehicles, batteries and solar panels. China's production capacity in this field has far exceeded domestic demand. According to the latest estimates, China's electric vehicle production capacity is already domestic in ChinaDemand is twice, and the production capacity of batteries and solar panels is four times that of global demand.",Solar Energy,chinese local government provide huge subsidy expand production capacity electric vehicle battery solar panel china production capacity field far exceeded domestic demand according latest estimate china electric vehicle production capacity already domestic chinademand twice production capacity battery solar panel four time global demand,,0.125,3.25,Neutral,2,Negative,Negative
波光粼粼,@CM05k6syOX777XN,https://pbs.twimg.com/ext_tw_video_thumb/1648029760679735302/pu/img/BIqd5tzrgg6EOsfE.jpg,8.0,13.0,1.0,569,https://x.com/CM05k6syOX777XN/status/1648085486257201153,https://x.com/CM05k6syOX777XN,"言之有理，所以老败贼提倡的绿色革命其实从长远来看，是非造福美国人民，而是有害

况且美国制造的太阳能电池板很少，而是由享受国家补贴的中国制造商主导了这一市场。

评：看来败贼的智商的确成问题，也许有经济利益所致。","Apr 18, 2023",2023-04-17T22:06:14.000Z,"It is reasonable, so the green revolution advocated by the losing thief In fact, in the long run, it is not the benefit of the American people, but harmful

Moreover, there are very few solar panels made in the United States, but Chinese manufacturers who enjoy state subsidies have led this market.

Comment: It seems that the IQ of the losing thief has indeed become a problem, and may be caused by economic benefits.",Solar Energy,reasonable green revolution advocated losing thief fact long run benefit american people harmful moreover solar panel made united state chinese manufacturer enjoy state subsidy led market comment seems iq losing thief indeed become problem may caused economic benefit,13.0,0.036250000000000004,3.07,Neutral,2,Negative,Negative
紫水晶Amethyst,@jjamesw1,,1.0,12.0,3.0,,https://x.com/jjamesw1/status/1112494083862396933,https://x.com/jjamesw1,美国天然气价格低廉的令人发指，生产企业亏损累累。而中国由于空气污染，极度需求天然气。而且美国同中国有大量贸易逆差，并且美国负债累累。结果奥巴马时代美国竟然还补贴新能源，大量进口中国太阳能板，这脑袋被驴踢了？？,"Apr 1, 2019",2019-03-31T23:17:13.000Z,"The low price of Natural Gas in the United States is indexed that manufacturers have suffered losses.Due to air pollution, China is extremely demanding natural gas.And the United States has a large trade deficit with China, and the United States is full of liabilities.As a result, the United States even subsidized new energy in the Obama era and imported a large number of Chinese solar panels. Is this head kicked by a donkey?Intersection",Solar Energy,low price natural gas united state indexed manufacturer suffered lossesdue air pollution china extremely demanding natural gasand united state large trade deficit china united state full liabilitiesas result united state even subsidized new energy obama era imported large number chinese solar panel head kicked donkeyintersection,12.0,0.10999278499278499,3.22,Neutral,1,Very Negative,Very Negative
Don Evans,@DonEvansWm,,,,,,https://x.com/DonEvansWm/status/266327746978930690,https://x.com/DonEvansWm,美国一贸易委员会确认允许向来自中国的太阳能产品征收惩罚性关税，主要理由是政府对相关厂商提供非法补贴。最新做出的决定也意味着长达一年的法律纠纷已告一段落。美国太阳能产业指责中国政府大力扶植本国的太阳能产品制造商，而后者又利用这种优势给美国市场带来损害。,"Nov 8, 2012",2012-11-07T23:54:17.000Z,"The U.S. Trading Commission confirmed that punitive tariffs were levied to solar products from China, mainly because the government provided illegal subsidies for relevant manufacturers.The latest decision also means that a year of legal disputes have come to an end.The US solar industry has accused the Chinese government of vigorously supporting its own solar product manufacturers, while the latter uses this advantage to cause damage to the US market.",Other,u trading commission confirmed punitive tariff levied solar product china mainly government provided illegal subsidy relevant manufacturersthe latest decision also mean year legal dispute come endthe u solar industry accused chinese government vigorously supporting solar product manufacturer latter us advantage cause damage u market,,0.20166666666666666,3.4,Neutral,1,Very Negative,Very Negative
美国之音争鸣论坛,@voachina,,1.0,,,,https://x.com/voachina/status/263896582599102465,https://x.com/voachina,中国对欧盟光伏产品展开反倾销调查: 中国开始调查欧盟是否对其光伏产品提供不公平的补贴，这是中国与欧盟和美国之间一系列贸易争端中的最近举措。中国商务部星期四说，这次反倾销调查将集中于欧盟是否以不正常的低价格在中国销售太阳能级多... http://bit.ly/YqthlR,"Nov 1, 2012",2012-11-01T06:53:42.000Z,"China launched an anti -dumping survey on the EU photovoltaic products: China began to investigate whether the European Union provided unfair subsidies to its photovoltaic products, which is a series of recent measures in a series of trade disputes between China and the European Union and the United States.The Ministry of Commerce of China said on Thursday that this anti -dumping survey will focus on whether the EU sells solar levels in China at an abnormal low price ... http://bit.ly/yqthlrrrrrrrrrrr",Solar Energy,china launched anti dumping survey eu photovoltaic product china began investigate whether european union provided unfair subsidy photovoltaic product series recent measure series trade dispute china european union united statesthe ministry commerce china said thursday anti dumping survey focus whether eu sell solar level china abnormal low price httpbitlyyqthlrrrrrrrrrrr,,-0.1,2.8,Negative,1,Very Negative,Very Negative
美国之音争鸣论坛,@voachina,,,,,,https://x.com/voachina/status/545062914923560960,https://x.com/voachina,美对中国大陆和台湾太阳能产品收高额关税: 美国商务部星期二决定对来自中国大陆和台湾的太阳能产品征收高额关税。商务部说，中国的太阳能电池板制造商得到政府的不公平补贴，因而以低于成本的价格销售他们的产品。星期二的决定是为了堵... http://tinyurl.com/pqmoee9,"Dec 17, 2014",2014-12-17T03:48:20.000Z,"The United States collects high tariffs on solar products in mainland China and Taiwan: The US Department of Commerce decided on Tuesday to impose high tariffs on solar products from mainland China and Taiwan.The Ministry of Commerce said that China's solar panel manufacturers have received unfair subsidies from the government, so they sell their products at less costs.The decision on Tuesday is to block ... http://tinyurl.com/pqmoe9",Other,united state collect high tariff solar product mainland china taiwan u department commerce decided tuesday impose high tariff solar product mainland china taiwanthe ministry commerce said china solar panel manufacturer received unfair subsidy government sell product less coststhe decision tuesday block httptinyurlcompqmoe,,-0.08666666666666667,2.83,Negative,1,Very Negative,Very Negative
Wei Jingsheng魏京生,@WEI_JINGSHENG,,75.0,302.0,52.0,,https://x.com/WEI_JINGSHENG/status/1556672669965340674,https://x.com/WEI_JINGSHENG,美国参议院通过了七千多亿补贴新能源法案。太阳能电池板大多从中国进口或者转口；风能装机百分之七十以上来自中国。这是要补贴谁呢？,"Aug 9, 2022",2022-08-08T16:04:20.000Z,The U.S. Senate passed more than 700 billion subsidies for the new energy bill.Most of the solar panels are imported or transferred from China; more than 70 percent of the wind energy installation comes from China.Who do you want to subsidize?,Solar Energy,u senate passed billion subsidy new energy billmost solar panel imported transferred china percent wind energy installation come chinawho want subsidize,302.0,0.37878787878787873,3.76,Neutral,1,Very Negative,Very Negative
