Post Body,sentiment
"日世界が再生可能エネルギー政策を転換し始めているのに、日本はこれからまだまだ推進
今まで投資したが惜しいのは分かるが、明らかにコストと環境負荷、エコのバランス悪すぎ
サンキューコストに目が眩み損切り出来ない日本の典型
#太陽光パネル義務化反対 
#SDGsはエゴ集団",0
"言いたいことはわかるんだけれど、少し画餅というかバランス感覚が悪いというか。

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",0
"現在の日本の再エネ比率は約2割だが、太陽光と洋上を含む風力を中心に再エネを7割まで増やすと記事に書かれている。原発ゼロに出来るのだろうか？再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)
#Yahooニュース",0
"三菱総合研究所

NEDO公募「電源の統合コスト低減に向けた電力システムの柔軟性確保・最適化のための技術開発事業（日本版コネクト＆マネージ 2.0）」への参画について
https://fs2.magicalir.net/tdnet/2024/3636/20240628540661.pdf…

再生可能エネルギーの有効活用に向けた NEDO 実証事業への参画について
https://fs2.magicalir.net/tdnet/2024/3636/20240628540623.pdf…",0
"献金してくれるオワコン産業を保護する自民党の金権政治が続く限り、今後も日本は世界に取り残されていくばかり。
＞＞再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",0
"役所の資料を多く引用しているが誰向けなんだろう。役所の資料を読んだ方がより詳細だしと思ってしまうのは自分がなれてしまっているからだろうか。。／
日本のエネルギー政策の現状と課題～再生可能エネルギーは環境に優しいが高コストか～",0
「日本が石炭火力などの全廃に及び腰な理由は明確で、日本が欧米諸国と比べて日照時間や風況に恵まれず、再生可能エネルギーの発電コストが割高だから」,0
"要は利権とやる気だけの問題．
：再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)
#Yahooニュース",0
再生可能エネルギーで日本の電力を賄えるという根拠を教えてください。日本の電力が賄えるなら他の先進国がこぞって研究するはずです。安定して電力を供給するのが不可能な上、広い土地が必要で、安全性に問題があり、設備の維持と部品廃棄にコストがかかるとか、デメリットが多すぎる。,0
再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」：朝日新聞GLOBE＋,0
"再生可能エネルギーの導入、なぜ日本は遅れている？
https://globe.asahi.com/article/15410318…
白石賢司氏
「既に商用化されている技術で、CO2を排出しないクリーンエネルギーの比率を2035年までに9割にできる」「日本の再エネ導入が（略）遅い原因は、技術でもコストでもない。必要なのは、政策や制度の策定や見直し」",0
"ラッダイトの名も思い出す話　(^^♪
技術革新とともに消滅していく仕事もある、というのは経済的社会構成体の歴史にとっての宿命。
故に、火力、原子力に縋る時代錯誤は必ず淘汰される。再生可能エネルギー開発、省エネ技術開発にこそシフトすべきでしょう。
日本共産党提案の「2030戦略」のように。 https://x.com/Lrigkseulb/sta/Lrigkseulb/status/1691431672951316480…",0
立憲は物価上昇ではなく賃金上昇を目指します。その為に、安易な金融緩和ではなく、教育・研究開発・グリーンエネルギーや医療介護の産業促進にお金を使います。ノーコストで一発逆転の夢の様な政策を掲げるのではなく、地道に着実に日本をより良くする政治を実現していきます,1
"《再生可能エネルギー30年に3倍，国内に ""容量あると考えず"" 環境相》「118カ国が再エネ3倍に合意… 新興国の排出量削減を支援して一部を日本側の削減分とみなす ""2国間クレジット制度"" を進める…」。政治家の得意技…それより新規太陽電池の普及等，技術革新を優先しよう！",0
再生可能エネルギーのリーダーは挑戦するからです。再エネのコストは最初ほど高いものなのです。日本の太陽光発電は、2012年には40円買取でしたが今は9円です。テキサス州では再生可能エネルギーと蓄電池の導入が最近著しいですが、平均の電気代はカリフォルニア州の半分もありません。,0
"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」 https://globe.asahi.com/article/15410318…
「電力の生産側には痛みをもたらす変化」：再エネ賦課金や託送料金の増大を見れば、消費者側にも痛みをもたらしているだろう。アホみたいな記事である。",1
"再生可能エネルギーという名前が間違い。太陽光発電、風力発電は、希少金属大量使用、大規模環境破壊、短寿命、高廃棄コスト、不審事業者など
取返しのつかない要素ばかりです。

再生可能エネルギーの導入、なぜ日本は遅れている？「技術やコストでなく」",1
"再エネへの期待が過剰すぎる記事です。蓄電池のコストは下がったと言いますがまだ高価であり、今後継続的に下がるとは限りません。再エネには現実的な導入量があることを認識すべきです。

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",1
"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」 https://l.smartnews.com/m-WYD4e/S8lmLk 
日本が再エネをあまり進めるべきではないのは、推進している他国のように
「使い道のない余った平原」
がなく、",1
"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」 https://globe.asahi.com/article/15410318… 
何億レベルの周回遅れじゃん。",1
"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」

遅れているのではなく、遅らせているのだ。つまり、進展してしまうと、不都合な方々がいらっしゃるということ。

ちなみに、南オーストラリア州は来年再エネ100%達成。

#千葉市
#ちば",1
"やはり、再生可能エネルギーを推進していくためには、政治が動かなくては。

日本の基幹産業にしたい。この分野で世界的にトップに立つ、日本企業を生みだしたい！

#立憲民主党代表選2024

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",1
再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」,1
