Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Dave Sweeney,@NukeDaveSweeney,"https://pbs.twimg.com/media/F8HUXLcbYAAUaY_?format=jpg&name=small, https://pbs.twimg.com/media/F8HUXLcbYAAUaY_?format=jpg&name=small",14,21,3,502,https://x.com/NukeDaveSweeney/status/1711884460046860320,https://x.com/NukeDaveSweeney,"""Nuclear is too slow, too expensive, too out of sync with the competitive advantages in Australia..”
Climate Change and Energy Minister @Bowenchris is spot on in todays AFR.
Old nuclear is high cost and risk. 
'New' #nuclear is unproven.
The future is #renewable, not #radioactive","Oct 11, 2023",2023-10-10T23:20:35.000Z
LEAN Australia,@LEANAustralia,"https://pbs.twimg.com/media/GJAVh-NbsAAMLGV?format=jpg&name=small, https://pbs.twimg.com/media/GJAVh-NbsAAMLGV?format=jpg&name=small",2,7,2,421,https://x.com/LEANAustralia/status/1769939829272515045,https://x.com/LEANAustralia,Renewable energy investment = cost of living relief,Mar 19,2024-03-19T04:11:53.000Z
gavan mcfadzean,@gavan_mcfadzean,,5,8,,753,https://x.com/gavan_mcfadzean/status/1723818428740599842,https://x.com/gavan_mcfadzean,"In another major credibility hit to Dutton’s nuclear fantasy, the worlds most advanced Small Modular Reactor (SMR) project at the U.S. Dept of Energy’s National Laboratory in Idaho has been shut down due to cost over runs. Australia’s future is renewable not radioactive!","Nov 13, 2023",2023-11-12T21:41:55.000Z
alan moran,@alan_john_moran,,2,12,,143,https://x.com/alan_john_moran/status/1752426228328562706,https://x.com/alan_john_moran,The chief energy regjulator claims renewable energy growth has brought Australia to turn the corner on electricity prices - actually they've since returned to the normal threefall the levels of 8 years ago! Net zero will cost 30 per cent of GDP annually unless it is stopped or an,Jan 31,2024-01-30T20:19:05.000Z
QLD Conservation Council,@QLDConservation,https://pbs.twimg.com/media/F6RsocdakAAF9Hj?format=jpg&name=small,1,4,1,187,https://x.com/QLDConservation/status/1703606003709952195,https://x.com/QLDConservation,"New research shows replacing Australia’s retiring coal generators with unproven small modular nuclear reactors would cost $387 billion – that’s $25,000 per Aussie taxpayer 

Renewable energy backed by storage can do the job much cheaper and the technology is already here.","Sep 18, 2023",2023-09-18T03:04:57.000Z
Ocarina Jones,@OcarinaJones,"https://pbs.twimg.com/media/GJEWYdBagAANffD?format=png&name=small, https://pbs.twimg.com/media/GJEWYdBagAANffD?format=png&name=small",28,60,5,3K,https://x.com/OcarinaJones/status/1770222400002810336,https://x.com/OcarinaJones,"The grim cost of firming up solar and wind
Alan Moran The Spectator Australia 20 March 2024
*****I'm sure that the @ABCaustralia will follow this up! 

The ‘transition’ of the electricity supply industry has been forced by government subsidies to renewable energy generators",Mar 20,2024-03-19T22:54:43.000Z
Simon Banks,@SimonBanksHB,,23,45,5,765,https://x.com/SimonBanksHB/status/1803569792298918251,https://x.com/SimonBanksHB,"“As the owner of these sites, nuclear energy is not a part of these plans,” Nicks says. There is no viable road map for the development of nuclear energy in Australia, and “the cost, build time and public opinion are all prohibitive”.",Jun 20,2024-06-19T23:25:21.000Z
LEAN Australia,@LEANAustralia,,3,4,,315,https://x.com/LEANAustralia/status/1755824837040472460,https://x.com/LEANAustralia,"Labor knows that renewable energy = cost of living relief, and that we need to do more to bring more of it on stream promptly and make its benefits available to everyone
Libs / Nats are hoping people can be distracted from the fact that nuclear energy = the most expensive energy",Feb 9,2024-02-09T05:23:57.000Z
Clean Energy Conference Australia Africa,@Eaogec,,,,,43,https://x.com/Eaogec/status/1775152230229856741,https://x.com/Eaogec,"Renewable energy has the potential to significantly drive economic growth and industrial activities through job creation, investment opportunities, cost savings, and investment and innovation opportunities. https://intechopen.com/chapters/70874 .",Apr 3,2024-04-02T13:24:07.000Z
Madison Cartwright,@madkcartwright,"https://pbs.twimg.com/media/GIC-PXIa8AAGtzC?format=jpg&name=small, https://pbs.twimg.com/media/GIC-PXIa8AAGtzC?format=jpg&name=small",,2,,120,https://x.com/madkcartwright/status/1765620230443941975,https://x.com/madkcartwright,"A perfect example of how fundamentally unserious Australian politics is. Rolling out nuclear energy in Australia would be an expensive, decades long process. Meanwhile, the cost of renewable energy is falling like a rock. Energy policy chosen based on culture war nonsense.",Mar 7,2024-03-07T06:07:21.000Z
John Randall,@thjr19,https://pbs.twimg.com/media/FzgYY1rWwAQR_Pv?format=jpg&name=small,8,16,3,969,https://x.com/thjr19/status/1673215263192518657,https://x.com/thjr19,"NSW renewable energy zones up to two years behind schedule
https://theguardian.com/australia-news/2023/may/25/nsw-renewable-energy-zones-up-to-two-years-behind-schedule?CMP=share_btn_tw…
Transmission costs are NEVER included in the cost of ""renewables"".
#nuclear #uranium #thorium #repeal140A #auspol #AusPol2023","Jun 26, 2023",2023-06-26T06:23:00.000Z
Climatehope,@Climatehope2,,18,28,9,711,https://x.com/Climatehope2/status/1664196492695937024,https://x.com/Climatehope2,"""South Australia sees “doubling in demand” for its low cost green electricity.""

Renewable energy is so cheap that everyone wants connect to the SA grid to benefit from it.","Jun 1, 2023",2023-06-01T09:05:37.000Z
OzSolarEnergySolutions,@oz_solar_energy,https://pbs.twimg.com/media/GEmaZcUWoAAbo2o?format=jpg&name=small,,,1,61,https://x.com/oz_solar_energy/status/1750099708284944776,https://x.com/oz_solar_energy,"CEC Approved Solar Retailer
•Into solar for more than a decade
•Over 33% of energy in Australia is renewable
•Solar revolution in Australia has kicked off…!
•Convert your solar system into income instead of cost",Jan 24,2024-01-24T10:14:20.000Z
H G Tannhaus,@tannhaushg,"https://pbs.twimg.com/media/GHUMRmSacAEftg-?format=jpg&name=small, https://pbs.twimg.com/media/GHUMRmSacAEftg-?format=jpg&name=small",3,11,,324,https://x.com/tannhaushg/status/1762329962437357749,https://x.com/tannhaushg,"PM Modi has made India a global leader in renewable energy, digital innovation, and space exploration. He has also strengthened India’s relations with key partners like US, Japan, Australia, and UAE. He is the best ambassador of India’s culture and heritage. #SwagathamModi_TVM",Feb 27,2024-02-27T04:13:00.000Z
The Australian,@australian,"https://pbs.twimg.com/ext_tw_video_thumb/1790959110340726784/pu/img/dpI8QWuWylUTMfu7.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1790959110340726784/pu/img/dpI8QWuWylUTMfu7.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1790959110340726784/pu/img/dpI8QWuWylUTMfu7.jpg",3,3,8,3.3K,https://x.com/australian/status/1790959168935084405,https://x.com/australian,"Labor’s Future Made in Australia agenda will cost $22.7bn over the decade to facilitate private sector investment into renewable hydrogen, critical minerals processing, green metals, low carbon liquid fuels and clean energy manufacturing: https://bit.ly/4byZKjG",May 16,2024-05-16T04:15:14.000Z
Australian Solar and Renewable Energy News,@AusSolarNews,,2,3,,55,https://x.com/AusSolarNews/status/1789622670390104322,https://x.com/AusSolarNews,The role of green hydrogen and ultra-low cost solar in Australia’s superpower vision https://arena.gov.au/blog/the-role-of-green-hydrogen-and-ultra-low-cost-solar-in-australias-superpower-vision/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #CleanEnergy #EnergyStorage,May 12,2024-05-12T11:44:28.000Z
Renew Economy,@renew_economy,,56,118,14,7.5K,https://x.com/renew_economy/status/1770667604371284381,https://x.com/renew_economy,"South Australia expected to double grid demand as new industry floods to the state, lured by low cost clean energy and its accelerated 100 pct renewables target",Mar 21,2024-03-21T04:23:48.000Z
BDO Australia,@BDOAustralia,,,1,,74,https://x.com/BDOAustralia/status/1800454174896738727,https://x.com/BDOAustralia,"The @qldgov delivered its 2024-2025 #StateBudget today, announcing a deficit to fund cost-of-living support and investment in health and renewable energy. Read our comment.
https://bdo.com.au/en-au/insights/budget/articles/queensland-state-budget-2024-25…
#qldpol",Jun 11,2024-06-11T09:05:00.000Z
Tegan Brink,@AuHCSouthAfrica,https://pbs.twimg.com/media/GYK1EJSWUAARzRW?format=jpg&name=small,,,,124,https://x.com/AuHCSouthAfrica/status/1838230971235082586,https://x.com/AuHCSouthAfrica,"Australia has a new National Hydrogen Strategy that seeks to position Australia as a renewable energy superpower. It includes measure to:
• drive economies of scale
• accelerate investment &
• reduce the cost gap for green hydrogen. 

See https://minister.dcceew.gov.au/bowen/media-releases/new-national-hydrogen-strategy-sets-australia-renewable-superpower…
@DMRE_ZA",Sep 24,2024-09-23T14:56:30.000Z
Aussie Skier,@aussie_skier,,1,6,1,279,https://x.com/aussie_skier/status/1751558264591176095,https://x.com/aussie_skier,The cost of living crisis in Australia is primarily driven by the Absentese govt's renewable energy policy & IR policy that will make it nigh on impossible or far too dangerous to hire casuals for fear of legal repercussions. This will drive up unemployment and welfare demand.,Jan 28,2024-01-28T10:50:07.000Z
𝓡𝓸𝓮𝓵𝓸𝓯 𝓑𝓸𝓮𝓻 AKA Roy,@RoyPentland,https://pbs.twimg.com/media/FyYFuXSaUAE3kMh?format=jpg&name=900x900,18,40,2,1.1K,https://x.com/RoyPentland/status/1668027013230383104,https://x.com/RoyPentland,"In 23 years the cost of electricity has risen by over 300%, with South Australia staying on top of the pile as the most expensive, yet it has the greatest penetration of renewable energy.

Renewables are NOT cheaper and here is over 20 years of proof.","Jun 12, 2023",2023-06-11T22:46:45.000Z
"True Science PEng, DFP, ADFS, MA, MBA.",@socratesccost,https://pbs.twimg.com/media/GX8zQ6CbUAAUS0P?format=jpg&name=small,6,9,,264,https://x.com/socratesccost/status/1837243548414218440,https://x.com/socratesccost,"Is renewable energy really cheaper?
Facts vs Rhetoric!
Australia has had a similar cost increase.",Sep 21,2024-09-20T21:32:50.000Z
Josh Wilson,@Josh4Freo,,25,54,30,2.6K,https://x.com/Josh4Freo/status/1799343108838343137,https://x.com/Josh4Freo,"Dutton’s dangerous madness.

Australia would be left behind as the world surges towards renewable energy, storage, and zero-emission tech.

We would lose investment, jobs, innovation, and trade.

It would destroy our standing in the region, especially in the Pacific.",Jun 8,2024-06-08T07:30:01.000Z
RX,@RXGlobal_,,,,,93,https://x.com/RXGlobal_/status/1638872473214001153,https://x.com/RXGlobal_,"Our portfolio of future energy business events are driving the transition to clean & #renewable energy in Europe, the Middle East, Japan, and Australia. Read about the market-leading events combating climate change and accelerating #sustainable energy innovation. #futureenergy","Mar 23, 2023",2023-03-23T11:57:01.000Z
Raymond McKeown,@RyanWil62993886,,4,18,3,273,https://x.com/RyanWil62993886/status/1661960135579926528,https://x.com/RyanWil62993886,"How often have you heard Crayfish Albanese screeching make goods in Australia?
The biggest defense contract of all time for land-based vehicles will go to an overseas company offshore, renewable energy will not allow manufacturing 7 X24, therefore the cost to Australian companies","May 26, 2023",2023-05-26T04:59:08.000Z
Investing News Network Australia (INN),@INN_Australia,,,1,,127,https://x.com/INN_Australia/status/1768118608197025928,https://x.com/INN_Australia,".@FrontierASX is developing the Waroona Renewable Energy Project 120kms south of Perth in WA. A recent Definitive Feasibility Study confirms the project as a long life, low operating cost, highly profitable #renewableenergy project. $FHE #cleanenergy",Mar 14,2024-03-14T03:35:00.000Z
Pete Bissell,@pjbll,,1,1,,67,https://x.com/pjbll/status/1745898037745267170,https://x.com/pjbll,Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham,Jan 13,2024-01-12T19:58:24.000Z
Michael Mobbs,@m_mobbs,,1,3,,68,https://x.com/m_mobbs/status/1745660569041223993,https://x.com/m_mobbs,"To kill the few remaining and so precious marine places by building wind farms there is so plainly wrong and so plainly madness.

Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham",Jan 12,2024-01-12T04:14:47.000Z
John Silvani,@jsilvani,https://pbs.twimg.com/media/Fn60J96XgAczmv6?format=jpg&name=small,1,2,,20,https://x.com/jsilvani/status/1620931001533829120,https://x.com/jsilvani,"Gravity's cloud-based accounting software is helping businesses work smarter  https://bit.ly/3wypGtk @GravityCloudERP

#Australia #Outgrown #Xero #Business #Innovation #PowerAutomate #Cloud #AccountingSoftware #BusinessIntelligence #Renewable #energy #Midmarket","Feb 2, 2023",2023-02-01T23:44:00.000Z
Rasha kamel,@rashakmahmoud,,,13,,82,https://x.com/rashakmahmoud/status/1786461946151137324,https://x.com/rashakmahmoud,"""A model charts the most cost-efficient path to a fully renewable electricity grid for Australia. Scientists  modeled possible scenarios for Australia’s eastern and western grids, using solar and wind generation, short-to-long-term energy storage"".",May 4,2024-05-03T18:24:53.000Z
ADH TV,@adhtvaus,https://pbs.twimg.com/ext_tw_video_thumb/1680376302032003073/pu/img/QS3Bauzjq-chAU8V.jpg,14,24,2,1.5K,https://x.com/adhtvaus/status/1680376765775228928,https://x.com/adhtvaus,Total cost of a renewable energy system for Australia: $1.3 trillion! From Rebecca Weisser's interview with geophysicist Michael Asten on Spectator TV on http://ADH.TV.  Watch the whole show here: https://watch.adh.tv/spectator-tv/season:3/videos/spectator-tv-australia-friday-14-july-2023…,"Jul 16, 2023",2023-07-16T00:40:15.000Z
Kim Wingerei,@kwingerei,,,,,77,https://x.com/kwingerei/status/1807296065021829473,https://x.com/kwingerei,"Latest from AAP #news feed #auspol
Albanese links new energy plan to cost-of-living crisis. 
Tax cuts and energy bill reductions are set to come into effect as the government also prepares to advance plans to make Australia a renewable-energy sup...
 https://buff.ly/3zp8E5x",Jun 30,2024-06-30T06:12:14.000Z
Britain Innovation,@GRABritain,"https://pbs.twimg.com/media/GNILyOMWwAAvNGx?format=png&name=small, https://pbs.twimg.com/media/GNILyOMWwAAvNGx?format=png&name=small",2,1,,106,https://x.com/GRABritain/status/1788505354965307660,https://x.com/GRABritain,"Tasmania is now powered entirely by renewable energy http://wef.ch/37X4DE8 #renewables #Australia
rt @wef",May 9,2024-05-09T09:44:40.000Z
Anthony Pesec,@anthonypesec,,9,8,2,399,https://x.com/anthonypesec/status/1804112994143502359,https://x.com/anthonypesec,"The federal Liberal frontbencher Simon Birmingham has cast doubt on the Coalition argument that renewable energy is driving up power prices, saying renewables have “become more cost-competitive in their own right”.

And he's right.",Jun 21,2024-06-21T11:23:51.000Z
